,Survived,Pclass,Sex,Age,Family_size,Embarked_Q,Embarked_S,Embarked_C_1,fare_category,Has_Cabin
445,1,1,1,4.0,3,0,1,0,High,1
446,1,2,0,13.0,2,0,1,0,Medium,0
447,1,1,1,34.0,1,0,1,0,Medium,0
448,1,3,0,5.0,4,0,0,1,Medium,0
449,1,1,1,52.0,1,0,1,0,Medium,1
450,0,2,1,36.0,4,0,1,0,Medium,0
451,0,3,1,29.7,2,0,1,0,Medium,0
452,0,1,1,30.0,1,0,0,1,Medium,1
453,1,1,1,49.0,2,0,0,1,High,1
454,0,3,1,29.7,1,0,1,0,Low,0
455,1,3,1,29.0,1,0,0,1,Low,0
456,0,1,1,65.0,1,0,1,0,Medium,1
457,1,1,0,29.7,2,0,1,0,High,1
458,1,2,0,50.0,1,0,1,0,Low,0
459,0,3,1,29.7,1,1,0,0,Low,0
460,1,1,1,48.0,1,0,1,0,Medium,1
461,0,3,1,34.0,1,0,1,0,Low,0
462,0,1,1,47.0,1,0,1,0,Medium,1
463,0,2,1,48.0,1,0,1,0,Low,0
464,0,3,1,29.7,1,0,1,0,Low,0
465,0,3,1,38.0,1,0,1,0,Low,0
466,0,2,1,29.7,1,0,1,0,Low,0
467,0,1,1,56.0,1,0,1,0,Medium,0
468,0,3,1,29.7,1,1,0,0,Low,0
469,1,3,0,0.75,4,0,0,1,Medium,0
470,0,3,1,29.7,1,0,1,0,Low,0
471,0,3,1,38.0,1,0,1,0,Low,0
472,1,2,0,33.0,4,0,1,0,Medium,0
473,1,2,0,23.0,1,0,0,1,Low,1
474,0,3,0,22.0,1,0,1,0,Low,0
475,0,1,1,29.7,1,0,1,0,High,1
476,0,2,1,34.0,2,0,1,0,Medium,0
477,0,3,1,29.0,2,0,1,0,Low,0
478,0,3,1,22.0,1,0,1,0,Low,0
479,1,3,0,2.0,2,0,1,0,Low,0
480,0,3,1,9.0,8,0,1,0,High,0
481,0,2,1,29.7,1,0,1,0,Low,0
482,0,3,1,50.0,1,0,1,0,Low,0
483,1,3,0,63.0,1,0,1,0,Low,0
484,1,1,1,25.0,2,0,0,1,High,1
485,0,3,0,29.7,5,0,1,0,Medium,0
486,1,1,0,35.0,2,0,1,0,High,1
487,0,1,1,58.0,1,0,0,1,Medium,1
488,0,3,1,30.0,1,0,1,0,Low,0
489,1,3,1,9.0,3,0,1,0,Medium,0
490,0,3,1,29.7,2,0,1,0,Medium,0
491,0,3,1,21.0,1,0,1,0,Low,0
492,0,1,1,55.0,1,0,1,0,Medium,1
493,0,1,1,71.0,1,0,0,1,High,0
494,0,3,1,21.0,1,0,1,0,Low,0
495,0,3,1,29.7,1,0,0,1,Low,0
496,1,1,0,54.0,2,0,0,1,High,1
497,0,3,1,29.7,1,0,1,0,Medium,0
498,0,1,0,25.0,4,0,1,0,High,1
499,0,3,1,24.0,1,0,1,0,Low,0
500,0,3,1,17.0,1,0,1,0,Low,0
501,0,3,0,21.0,1,1,0,0,Low,0
502,0,3,0,29.7,1,1,0,0,Low,0
503,0,3,0,37.0,1,0,1,0,Low,0
504,1,1,0,16.0,1,0,1,0,High,1
505,0,1,1,18.0,2,0,0,1,High,1
506,1,2,0,33.0,3,0,1,0,Medium,0
507,1,1,1,29.7,1,0,1,0,Medium,0
508,0,3,1,28.0,1,0,1,0,Medium,0
509,1,3,1,26.0,1,0,1,0,High,0
510,1,3,1,29.0,1,1,0,0,Low,0
511,0,3,1,29.7,1,0,1,0,Low,0
512,1,1,1,36.0,1,0,1,0,Medium,1
513,1,1,0,54.0,2,0,0,1,High,0
514,0,3,1,24.0,1,0,1,0,Low,0
515,0,1,1,47.0,1,0,1,0,Medium,1
516,1,2,0,34.0,1,0,1,0,Low,1
517,0,3,1,29.7,1,1,0,0,Medium,0
518,1,2,0,36.0,2,0,1,0,Medium,0
519,0,3,1,32.0,1,0,1,0,Low,0
520,1,1,0,30.0,1,0,1,0,High,1
521,0,3,1,22.0,1,0,1,0,Low,0
522,0,3,1,29.7,1,0,0,1,Low,0
523,1,1,0,44.0,2,0,0,1,High,1
524,0,3,1,29.7,1,0,0,1,Low,0
525,0,3,1,40.5,1,1,0,0,Low,0
526,1,2,0,50.0,1,0,1,0,Low,0
527,0,1,1,29.7,1,0,1,0,High,1
528,0,3,1,39.0,1,0,1,0,Low,0
529,0,2,1,23.0,4,0,1,0,Low,0
530,1,2,0,2.0,3,0,1,0,Medium,0
531,0,3,1,29.7,1,0,0,1,Low,0
532,0,3,1,17.0,3,0,0,1,Low,0
533,1,3,0,29.7,3,0,0,1,Medium,0
534,0,3,0,30.0,1,0,1,0,Low,0
535,1,2,0,7.0,3,0,1,0,Medium,0
536,0,1,1,45.0,1,0,1,0,Medium,1
537,1,1,0,30.0,1,0,0,1,High,0
538,0,3,1,29.7,1,0,1,0,Low,0
539,1,1,0,22.0,3,0,0,1,High,1
540,1,1,0,36.0,3,0,1,0,High,1
541,0,3,0,9.0,7,0,1,0,Medium,0
542,0,3,0,11.0,7,0,1,0,Medium,0
543,1,2,1,32.0,2,0,1,0,Medium,0
544,0,1,1,50.0,2,0,0,1,High,1
545,0,1,1,64.0,1,0,1,0,Medium,0
546,1,2,0,19.0,2,0,1,0,Medium,0
547,1,2,1,29.7,1,0,0,1,Low,0
548,0,3,1,33.0,3,0,1,0,Medium,0
549,1,2,1,8.0,3,0,1,0,Medium,0
550,1,1,1,17.0,3,0,0,1,High,1
551,0,2,1,27.0,1,0,1,0,Medium,0
552,0,3,1,29.7,1,1,0,0,Low,0
553,1,3,1,22.0,1,0,0,1,Low,0
554,1,3,0,22.0,1,0,1,0,Low,0
555,0,1,1,62.0,1,0,1,0,Medium,0
556,1,1,0,48.0,2,0,0,1,Medium,1
557,0,1,1,29.7,1,0,0,1,High,0
558,1,1,0,39.0,3,0,1,0,High,1
559,1,3,0,36.0,2,0,1,0,Medium,0
560,0,3,1,29.7,1,1,0,0,Low,0
561,0,3,1,40.0,1,0,1,0,Low,0
562,0,2,1,28.0,1,0,1,0,Low,0
563,0,3,1,29.7,1,0,1,0,Low,0
564,0,3,0,29.7,1,0,1,0,Low,0
565,0,3,1,24.0,3,0,1,0,Medium,0
566,0,3,1,19.0,1,0,1,0,Low,0
567,0,3,0,29.0,5,0,1,0,Medium,0
568,0,3,1,29.7,1,0,0,1,Low,0
569,1,3,1,32.0,1,0,1,0,Low,0
570,1,2,1,62.0,1,0,1,0,Low,0
571,1,1,0,53.0,3,0,1,0,High,1
572,1,1,1,36.0,1,0,1,0,Medium,1
573,1,3,0,29.7,1,1,0,0,Low,0
574,0,3,1,16.0,1,0,1,0,Low,0
575,0,3,1,19.0,1,0,1,0,Low,0
576,1,2,0,34.0,1,0,1,0,Low,0
577,1,1,0,39.0,2,0,1,0,High,1
578,0,3,0,29.7,2,0,0,1,Low,0
579,1,3,1,32.0,1,0,1,0,Low,0
580,1,2,0,25.0,3,0,1,0,Medium,0
581,1,1,0,39.0,3,0,0,1,High,1
582,0,2,1,54.0,1,0,1,0,Medium,0
583,0,1,1,36.0,1,0,0,1,High,1
584,0,3,1,29.7,1,0,0,1,Low,0
585,1,1,0,18.0,3,0,1,0,High,1
586,0,2,1,47.0,1,0,1,0,Medium,0
587,1,1,1,60.0,3,0,0,1,High,1
588,0,3,1,22.0,1,0,1,0,Low,0
589,0,3,1,29.7,1,0,1,0,Low,0
590,0,3,1,35.0,1,0,1,0,Low,0
591,1,1,0,52.0,2,0,0,1,High,1
592,0,3,1,47.0,1,0,1,0,Low,0
593,0,3,0,29.7,3,1,0,0,Low,0
594,0,2,1,37.0,2,0,1,0,Medium,0
595,0,3,1,36.0,3,0,1,0,Medium,0
596,1,2,0,29.7,1,0,1,0,Medium,0
597,0,3,1,49.0,1,0,1,0,Low,0
598,0,3,1,29.7,1,0,0,1,Low,0
599,1,1,1,49.0,2,0,0,1,High,1
600,1,2,0,24.0,4,0,1,0,Medium,0
601,0,3,1,29.7,1,0,1,0,Low,0
602,0,1,1,29.7,1,0,1,0,High,0
603,0,3,1,44.0,1,0,1,0,Low,0
604,1,1,1,35.0,1,0,0,1,Medium,0
605,0,3,1,36.0,2,0,1,0,Medium,0
606,0,3,1,30.0,1,0,1,0,Low,0
607,1,1,1,27.0,1,0,1,0,Medium,0
608,1,2,0,22.0,4,0,0,1,High,0
609,1,1,0,40.0,1,0,1,0,High,1
610,0,3,0,39.0,7,0,1,0,Medium,0
611,0,3,1,29.7,1,0,1,0,Low,0
612,1,3,0,29.7,2,1,0,0,Medium,0
613,0,3,1,29.7,1,1,0,0,Low,0
614,0,3,1,35.0,1,0,1,0,Low,0
615,1,2,0,24.0,4,0,1,0,High,0
616,0,3,1,34.0,3,0,1,0,Low,0
617,0,3,0,26.0,2,0,1,0,Medium,0
618,1,2,0,4.0,4,0,1,0,Medium,1
619,0,2,1,26.0,1,0,1,0,Low,0
620,0,3,1,27.0,2,0,0,1,Low,0
621,1,1,1,42.0,2,0,1,0,High,1
622,1,3,1,20.0,3,0,0,1,Medium,0
623,0,3,1,21.0,1,0,1,0,Low,0
624,0,3,1,21.0,1,0,1,0,Medium,0
625,0,1,1,61.0,1,0,1,0,Medium,1
626,0,2,1,57.0,1,1,0,0,Low,0
627,1,1,0,21.0,1,0,1,0,High,1
628,0,3,1,26.0,1,0,1,0,Low,0
629,0,3,1,29.7,1,1,0,0,Low,0
630,1,1,1,80.0,1,0,1,0,Medium,1
631,0,3,1,51.0,1,0,1,0,Low,0
632,1,1,1,32.0,1,0,0,1,Medium,1
633,0,1,1,29.7,1,0,1,0,Low,0
634,0,3,0,9.0,6,0,1,0,Medium,0
635,1,2,0,28.0,1,0,1,0,Low,0
636,0,3,1,32.0,1,0,1,0,Low,0
637,0,2,1,31.0,3,0,1,0,Medium,0
638,0,3,0,41.0,6,0,1,0,Medium,0
639,0,3,1,29.7,2,0,1,0,Medium,0
640,0,3,1,20.0,1,0,1,0,Low,0
641,1,1,0,24.0,1,0,0,1,High,1
642,0,3,0,2.0,6,0,1,0,Medium,0
643,1,3,1,29.7,1,0,1,0,High,0
644,1,3,0,0.75,4,0,0,1,Medium,0
645,1,1,1,48.0,2,0,0,1,High,1
646,0,3,1,19.0,1,0,1,0,Low,0
647,1,1,1,56.0,1,0,0,1,Medium,1
648,0,3,1,29.7,1,0,1,0,Low,0
649,1,3,0,23.0,1,0,1,0,Low,0
650,0,3,1,29.7,1,0,1,0,Low,0
651,1,2,0,18.0,2,0,1,0,Medium,0
652,0,3,1,21.0,1,0,1,0,Low,0
653,1,3,0,29.7,1,1,0,0,Low,0
654,0,3,0,18.0,1,1,0,0,Low,0
655,0,2,1,24.0,3,0,1,0,High,0
656,0,3,1,29.7,1,0,1,0,Low,0
657,0,3,0,32.0,3,1,0,0,Medium,0
658,0,2,1,23.0,1,0,1,0,Low,0
659,0,1,1,58.0,3,0,0,1,High,1
660,1,1,1,50.0,3,0,1,0,High,0
661,0,3,1,40.0,1,0,0,1,Low,0
662,0,1,1,47.0,1,0,1,0,Medium,1
663,0,3,1,36.0,1,0,1,0,Low,0
664,1,3,1,20.0,2,0,1,0,Low,0
665,0,2,1,32.0,3,0,1,0,High,0
666,0,2,1,25.0,1,0,1,0,Low,0
667,0,3,1,29.7,1,0,1,0,Low,0
668,0,3,1,43.0,1,0,1,0,Low,0
669,1,1,0,29.7,2,0,1,0,High,1
670,1,2,0,40.0,3,0,1,0,Medium,0
671,0,1,1,31.0,2,0,1,0,High,1
672,0,2,1,70.0,1,0,1,0,Low,0
673,1,2,1,31.0,1,0,1,0,Low,0
674,0,2,1,29.7,1,0,1,0,Low,0
675,0,3,1,18.0,1,0,1,0,Low,0
676,0,3,1,24.5,1,0,1,0,Low,0
677,1,3,0,18.0,1,0,1,0,Low,0
678,0,3,0,43.0,8,0,1,0,High,0
679,1,1,1,36.0,2,0,0,1,High,1
680,0,3,0,29.7,1,1,0,0,Low,0
681,1,1,1,27.0,1,0,0,1,High,1
682,0,3,1,20.0,1,0,1,0,Low,0
683,0,3,1,14.0,8,0,1,0,High,0
684,0,2,1,60.0,3,0,1,0,Medium,0
685,0,2,1,25.0,4,0,0,1,High,0
686,0,3,1,14.0,6,0,1,0,Medium,0
687,0,3,1,19.0,1,0,1,0,Low,0
688,0,3,1,18.0,1,0,1,0,Low,0
689,1,1,0,15.0,2,0,1,0,High,1
690,1,1,1,31.0,2,0,1,0,High,1
691,1,3,0,4.0,2,0,0,1,Low,0
692,1,3,1,29.7,1,0,1,0,High,0
693,0,3,1,25.0,1,0,0,1,Low,0
694,0,1,1,60.0,1,0,1,0,Medium,0
695,0,2,1,52.0,1,0,1,0,Low,0
696,0,3,1,44.0,1,0,1,0,Low,0
697,1,3,0,29.7,1,1,0,0,Low,0
698,0,1,1,49.0,3,0,0,1,High,1
699,0,3,1,42.0,1,0,1,0,Low,1
700,1,1,0,18.0,2,0,0,1,High,1
701,1,1,1,35.0,1,0,1,0,Medium,1
702,0,3,0,18.0,2,0,0,1,Low,0
703,0,3,1,25.0,1,1,0,0,Low,0
704,0,3,1,26.0,2,0,1,0,Low,0
705,0,2,1,39.0,1,0,1,0,Medium,0
706,1,2,0,45.0,1,0,1,0,Low,0
707,1,1,1,42.0,1,0,1,0,Medium,1
708,1,1,0,22.0,1,0,1,0,High,0
709,1,3,1,29.7,3,0,0,1,Medium,0
710,1,1,0,24.0,1,0,0,1,High,1
711,0,1,1,29.7,1,0,1,0,Medium,1
712,1,1,1,48.0,2,0,1,0,High,1
713,0,3,1,29.0,1,0,1,0,Low,0
714,0,2,1,52.0,1,0,1,0,Low,0
715,0,3,1,19.0,1,0,1,0,Low,1
716,1,1,0,38.0,1,0,0,1,High,1
717,1,2,0,27.0,1,0,1,0,Low,1
718,0,3,1,29.7,1,1,0,0,Medium,0
719,0,3,1,33.0,1,0,1,0,Low,0
720,1,2,0,6.0,2,0,1,0,Medium,0
721,0,3,1,17.0,2,0,1,0,Low,0
722,0,2,1,34.0,1,0,1,0,Low,0
723,0,2,1,50.0,1,0,1,0,Low,0
724,1,1,1,27.0,2,0,1,0,High,1
725,0,3,1,20.0,1,0,1,0,Low,0
726,1,2,0,30.0,4,0,1,0,Medium,0
727,1,3,0,29.7,1,1,0,0,Low,0
728,0,2,1,25.0,2,0,1,0,Medium,0
729,0,3,0,25.0,2,0,1,0,Low,0
730,1,1,0,29.0,1,0,1,0,High,1
731,0,3,1,11.0,1,0,0,1,Medium,0
732,0,2,1,29.7,1,0,1,0,Low,0
733,0,2,1,23.0,1,0,1,0,Low,0
734,0,2,1,23.0,1,0,1,0,Low,0
735,0,3,1,28.5,1,0,1,0,Medium,0
736,0,3,0,48.0,5,0,1,0,Medium,0
737,1,1,1,35.0,1,0,0,1,High,1
738,0,3,1,29.7,1,0,1,0,Low,0
739,0,3,1,29.7,1,0,1,0,Low,0
740,1,1,1,29.7,1,0,1,0,Medium,1
741,0,1,1,36.0,2,0,1,0,High,1
742,1,1,0,21.0,5,0,0,1,High,1
743,0,3,1,24.0,2,0,1,0,Medium,0
744,1,3,1,31.0,1,0,1,0,Low,0
745,0,1,1,70.0,3,0,1,0,High,1
746,0,3,1,16.0,3,0,1,0,Medium,0
747,1,2,0,30.0,1,0,1,0,Low,0
748,0,1,1,19.0,2,0,1,0,High,1
749,0,3,1,31.0,1,1,0,0,Low,0
750,1,2,0,4.0,3,0,1,0,Medium,0
751,1,3,1,6.0,2,0,1,0,Low,1
752,0,3,1,33.0,1,0,1,0,Low,0
753,0,3,1,23.0,1,0,1,0,Low,0
754,1,2,0,48.0,4,0,1,0,High,0
755,1,2,1,0.67,3,0,1,0,Low,0
756,0,3,1,28.0,1,0,1,0,Low,0
757,0,2,1,18.0,1,0,1,0,Low,0
758,0,3,1,34.0,1,0,1,0,Low,0
759,1,1,0,33.0,1,0,1,0,High,1
760,0,3,1,29.7,1,0,1,0,Low,0
761,0,3,1,41.0,1,0,1,0,Low,0
762,1,3,1,20.0,1,0,0,1,Low,0
763,1,1,0,36.0,4,0,1,0,High,1
764,0,3,1,16.0,1,0,1,0,Low,0
765,1,1,0,51.0,2,0,1,0,High,1
766,0,1,1,29.7,1,0,0,1,Medium,0
767,0,3,0,30.5,1,1,0,0,Low,0
768,0,3,1,29.7,2,1,0,0,Medium,0
769,0,3,1,32.0,1,0,1,0,Low,0
770,0,3,1,24.0,1,0,1,0,Low,0
771,0,3,1,48.0,1,0,1,0,Low,0
772,0,2,0,57.0,1,0,1,0,Low,1
773,0,3,1,29.7,1,0,0,1,Low,0
774,1,2,0,54.0,5,0,1,0,Medium,0
775,0,3,1,18.0,1,0,1,0,Low,0
776,0,3,1,29.7,1,1,0,0,Low,1
777,1,3,0,5.0,1,0,1,0,Low,0
778,0,3,1,29.7,1,1,0,0,Low,0
779,1,1,0,43.0,2,0,1,0,High,1
780,1,3,0,13.0,1,0,0,1,Low,0
781,1,1,0,17.0,2,0,1,0,High,1
782,0,1,1,29.0,1,0,1,0,Medium,1
783,0,3,1,29.7,4,0,1,0,Medium,0
784,0,3,1,25.0,1,0,1,0,Low,0
785,0,3,1,25.0,1,0,1,0,Low,0
786,1,3,0,18.0,1,0,1,0,Low,0
787,0,3,1,8.0,6,1,0,0,Medium,0
788,1,3,1,1.0,4,0,1,0,Medium,0
789,0,1,1,46.0,1,0,0,1,High,1
790,0,3,1,29.7,1,1,0,0,Low,0
791,0,2,1,16.0,1,0,1,0,Medium,0
792,0,3,0,29.7,11,0,1,0,High,0
793,0,1,1,29.7,1,0,0,1,Medium,0
794,0,3,1,25.0,1,0,1,0,Low,0
795,0,2,1,39.0,1,0,1,0,Low,0
796,1,1,0,49.0,1,0,1,0,Medium,1
797,1,3,0,31.0,1,0,1,0,Low,0
798,0,3,1,30.0,1,0,0,1,Low,0
799,0,3,0,30.0,3,0,1,0,Medium,0
800,0,2,1,34.0,1,0,1,0,Low,0
801,1,2,0,31.0,3,0,1,0,Medium,0
802,1,1,1,11.0,4,0,1,0,High,1
803,1,3,1,0.42,2,0,0,1,Low,0
804,1,3,1,27.0,1,0,1,0,Low,0
805,0,3,1,31.0,1,0,1,0,Low,0
806,0,1,1,39.0,1,0,1,0,Low,1
807,0,3,0,18.0,1,0,1,0,Low,0
808,0,2,1,39.0,1,0,1,0,Low,0
809,1,1,0,33.0,2,0,1,0,High,1
810,0,3,1,26.0,1,0,1,0,Low,0
811,0,3,1,39.0,1,0,1,0,Medium,0
812,0,2,1,35.0,1,0,1,0,Low,0
813,0,3,0,6.0,7,0,1,0,Medium,0
814,0,3,1,30.5,1,0,1,0,Low,0
815,0,1,1,29.7,1,0,1,0,Low,1
816,0,3,0,23.0,1,0,1,0,Low,0
817,0,2,1,31.0,3,0,0,1,Medium,0
818,0,3,1,43.0,1,0,1,0,Low,0
819,0,3,1,10.0,6,0,1,0,Medium,0
820,1,1,0,52.0,3,0,1,0,High,1
821,1,3,1,27.0,1,0,1,0,Low,0
822,0,1,1,38.0,1,0,1,0,Low,0
823,1,3,0,27.0,2,0,1,0,Low,1
824,0,3,1,2.0,6,0,1,0,Medium,0
825,0,3,1,29.7,1,1,0,0,Low,0
826,0,3,1,29.7,1,0,1,0,High,0
827,1,2,1,1.0,3,0,0,1,Medium,0
828,1,3,1,29.7,1,1,0,0,Low,0
829,1,1,0,62.0,1,0,1,0,High,1
830,1,3,0,15.0,2,0,0,1,Low,0
831,1,2,1,0.83,3,0,1,0,Medium,0
832,0,3,1,29.7,1,0,0,1,Low,0
833,0,3,1,23.0,1,0,1,0,Low,0
834,0,3,1,18.0,1,0,1,0,Low,0
835,1,1,0,39.0,3,0,0,1,High,1
836,0,3,1,21.0,1,0,1,0,Low,0
837,0,3,1,29.7,1,0,1,0,Low,0
838,1,3,1,32.0,1,0,1,0,High,0
839,1,1,1,29.7,1,0,0,1,Medium,1
840,0,3,1,20.0,1,0,1,0,Low,0
841,0,2,1,16.0,1,0,1,0,Low,0
842,1,1,0,30.0,1,0,0,1,Medium,0
843,0,3,1,34.5,1,0,0,1,Low,0
844,0,3,1,17.0,1,0,1,0,Low,0
845,0,3,1,42.0,1,0,1,0,Low,0
846,0,3,1,29.7,11,0,1,0,High,0
847,0,3,1,35.0,1,0,0,1,Low,0
848,0,2,1,28.0,2,0,1,0,Medium,0
849,1,1,0,29.7,2,0,0,1,High,1
850,0,3,1,4.0,7,0,1,0,Medium,0
851,0,3,1,74.0,1,0,1,0,Low,0
852,0,3,0,9.0,3,0,0,1,Medium,0
853,1,1,0,16.0,2,0,1,0,Medium,1
854,0,2,0,44.0,2,0,1,0,Medium,0
855,1,3,0,18.0,2,0,1,0,Low,0
856,1,1,0,45.0,3,0,1,0,High,0
857,1,1,1,51.0,1,0,1,0,Medium,1
858,1,3,0,24.0,4,0,0,1,Medium,0
859,0,3,1,29.7,1,0,0,1,Low,0
860,0,3,1,41.0,3,0,1,0,Low,0
861,0,2,1,21.0,2,0,1,0,Low,0
862,1,1,0,48.0,1,0,1,0,Medium,1
863,0,3,0,29.7,11,0,1,0,High,0
864,0,2,1,24.0,1,0,1,0,Low,0
865,1,2,0,42.0,1,0,1,0,Low,0
866,1,2,0,27.0,2,0,0,1,Low,0
867,0,1,1,31.0,1,0,1,0,High,1
868,0,3,1,29.7,1,0,1,0,Low,0
869,1,3,1,4.0,3,0,1,0,Low,0
870,0,3,1,26.0,1,0,1,0,Low,0
871,1,1,0,47.0,3,0,1,0,High,1
872,0,1,1,33.0,1,0,1,0,Low,1
873,0,3,1,47.0,1,0,1,0,Low,0
874,1,2,0,28.0,2,0,0,1,Medium,0
875,1,3,0,15.0,1,0,0,1,Low,0
876,0,3,1,20.0,1,0,1,0,Low,0
877,0,3,1,19.0,1,0,1,0,Low,0
878,0,3,1,29.7,1,0,1,0,Low,0
879,1,1,0,56.0,2,0,0,1,High,1
880,1,2,0,25.0,2,0,1,0,Medium,0
881,0,3,1,33.0,1,0,1,0,Low,0
882,0,3,0,22.0,1,0,1,0,Low,0
883,0,2,1,28.0,1,0,1,0,Low,0
884,0,3,1,25.0,1,0,1,0,Low,0
885,0,3,0,39.0,6,1,0,0,Medium,0
886,0,2,1,27.0,1,0,1,0,Low,0
887,1,1,0,19.0,1,0,1,0,Medium,1
888,0,3,0,29.7,4,0,1,0,Medium,0
889,1,1,1,26.0,1,0,0,1,Medium,1
890,0,3,1,32.0,1,1,0,0,Low,0
